"run","mode","round","response","receivedAtMs","socketGeneration","globalRegionEndMs","globalLatestWordEndMs","latestProviderConfirmedAudioMs","providerRegionLagMs","latestWordLagMs","audioLiveEdgeLagMs","legacyLatestChunkToMessageMs","isFinal","speechFinal"
"1","v2_only","1","1","1117","1","1040","960","1040","76","142","80","76","false","false"
"1","v2_only","1","2","2200","1","2080","1920","2080","109","279","160","31","false","false"
"1","v2_only","1","3","3188","1","3120","2960","3120","65","228","80","66","false","false"
"1","v2_only","1","4","4236","1","4160","4080","4160","73","152","80","74","false","false"
"1","v2_only","1","5","4647","1","4530","4240","4530","161","400","190","5","true","true"
"1","v2_only","1","6","5676","1","5599.9997","5250","5599.9997","69","469","80","69","false","false"
"1","v2_only","1","7","6711","1","6639.9997","6450.0003","6639.9997","69","308","80","69","false","false"
"1","v2_only","1","8","7759","1","7679.9996","7570","7679.9996","70","234","80","69","false","false"
"1","v2_only","1","9","8801","1","8720","8530.001","8720","80","317","160","1","false","false"
"1","v2_only","1","10","9687","1","8720","8530.001","8720","966","1204","1040","7","true","false"
"1","v2_only","1","11","9842","1","9760","9520","9760","78","317","160","1","false","false"
"1","v2_only","1","12","10885","1","10800","10640","10800","84","243","80","84","false","false"
"1","v2_only","1","13","12077","1","11970","11440.001","11970","153","636","110","70","true","true"
"1","v2_only","1","14","13119","1","13039.9997","12930","13039.9997","79","235","80","79","false","false"
"1","v2_only","1","15","14159","1","14079.9997","14050","14079.9997","78","157","80","78","false","false"
"1","v2_only","1","16","14565","1","14479.9993","14130","14479.9993","82","484","160","0","false","false"
"1","v2_only","1","17","15626","1","15520.0002","15410","15520.0002","106","260","160","23","false","false"
"1","v2_only","1","18","16651","1","16559.999","16450","16559.999","90","244","160","10","false","false"
"1","v2_only","1","19","17141","1","16249.9997","16130.001","16559.999","900","1061","640","17","true","false"
"1","v2_only","1","20","17354","1","17280.0007","17050","17280.0007","71","314","80","71","false","false"
"1","v2_only","1","21","17606","1","17520.000500000002","17050","17520.000500000002","85","566","80","84","false","false"
"1","v2_only","1","22","18636","1","18559.999499999998","18490","18559.999499999998","75","154","80","76","false","false"
"1","v2_only","1","23","19677","1","19600.0004","19530","19600.0004","69","156","80","68","false","false"
"1","v2_only","1","24","20725","1","20639.9994","20570","20639.9994","84","165","160","0","false","false"
"1","v2_only","1","25","21379","1","20319.9997","20170","20639.9994","1054","1206","800","11","true","false"
"1","v2_only","1","26","21450","1","21360.0009","21279.999","21360.0009","82","160","160","8","false","false"
"1","v2_only","1","27","22164","1","22080.0002","21680","22080.0002","73","472","80","73","false","false"
"1","v2_only","1","28","23211","1","23120.0011","23119.999","23120.0011","91","91","160","11","false","false"
"1","v2_only","1","29","24246","1","24160.0002","23920","24160.0002","86","326","160","7","false","false"
"1","v2_only","1","30","24888","1","24760.000500000002","24560","24760.000500000002","167","326","200","7","true","true"
"1","v2_only","1","31","25837","1","25760","25400","25760","76","477","80","76","false","false"
"1","v2_only","1","32","26240","1","26079.9997","25400","26079.9997","159","880","160","79","true","true"
"1","v2_only","1","33","27192","1","27120.0009","27039.999000000003","27120.0009","72","152","80","72","false","false"
"1","v2_only","1","34","28231","1","28160","28080","28160","71","150","80","70","false","false"
"1","v2_only","1","35","29114","1","28959.9992","28720","28959.9992","153","393","160","73","true","true"
"1","v2_only","1","36","30071","1","30000.0009","29839.998","30000.0009","69","230","80","69","false","false"
"1","v2_only","1","37","31116","1","31040.0018","30880","31040.0018","76","236","80","75","false","false"
"1","v2_only","1","38","32164","1","32080.0027","31839.998","32080.0027","83","324","160","3","false","false"
"1","v2_only","1","39","33213","1","33120","33040","33120","92","172","160","12","false","false"
"1","v2_only","1","40","34090","1","33930.001000000004","33760","33930.001000000004","170","330","230","10","true","false"
"1","v2_only","1","41","35035","1","34959.9988","34890","34959.9988","74","155","80","74","false","false"
"1","v2_only","1","42","36086","1","35999.9997","35930","35999.9997","85","165","160","6","false","false"
"1","v2_only","1","43","37130","1","37040.0006","36970","37040.0006","90","169","160","10","false","false"
"1","v2_only","1","44","38179","1","38080.0015","38090","38080.0015","99","99","160","17","false","false"
"1","v2_only","1","45","39067","1","37700.0005","37450","38080.0015","1386","1627","1040","26","true","false"
"1","v2_only","1","46","39099","1","38959.9983","38900","38959.9983","139","219","160","59","false","false"
"1","v2_only","1","47","40078","1","39999.9992","39860","39999.9992","78","238","80","78","false","false"
"1","v2_only","1","48","40879","1","40779.998","40420.00199999999","40779.998","159","479","100","78","true","true"
"1","v2_only","1","49","41919","1","41840.0014","41739.998","41840.0014","79","240","80","79","false","false"
"1","v2_only","1","50","42957","1","42880.0023","42539.997","42880.0023","76","476","80","76","false","false"
"1","v2_only","1","51","43998","1","43919.9994","43820","43919.9994","76","238","80","76","false","false"
"1","v2_only","1","52","45041","1","44960.0003","44780","44960.0003","81","320","160","0","false","false"
"1","v2_only","1","53","45614","1","45520.0017","45100","45520.0017","95","573","160","14","false","false"
"1","v2_only","1","54","45767","1","45669.9994","45100","45669.9994","168","727","170","7","true","true"
"1","v2_only","1","55","46792","1","46720.003","46469.996999999996","46720.003","72","393","80","73","false","false"
"1","v2_only","1","56","47754","1","47680.0021","47109.997","47680.0021","73","714","80","73","false","false"
"1","v2_only","1","57","48804","1","48720.003","48550","48720.003","84","323","160","4","false","false"
"1","v2_only","1","58","49836","1","49760","49589.996","49760","75","315","80","75","false","false"
"1","v2_only","1","59","50177","1","50080.0037","49750","50080.0037","97","496","160","17","false","false"
"1","v2_only","1","60","50802","1","50010","49750","50080.0037","802","1121","800","1","true","false"
"1","v2_only","1","61","51109","1","51040.0026","50809.998","51040.0026","69","309","80","69","false","false"
"1","v2_only","1","62","51355","1","51220.0029","50890","51220.0029","155","475","140","75","true","true"
"1","v2_only","1","63","52307","1","52240.0005","52100.002","52240.0005","66","226","80","66","false","false"
"1","v2_only","1","64","53351","1","53279.9976","53220","53279.9976","72","151","80","71","false","false"
"1","v2_only","1","65","54400","1","54319.9985","54180","54319.9985","80","238","160","1","false","false"
"1","v2_only","1","66","55440","1","55359.9994","55220","55359.9994","80","240","160","0","false","false"
"1","v2_only","1","67","56329","1","56189.9974","56020","56189.9974","167","328","210","8","true","false"
"1","v2_only","1","68","57282","1","57200.0021","57230","57200.0021","81","81","80","80","false","false"
"1","v2_only","1","69","57992","1","57919.9995","57309.998","57919.9995","71","705","80","71","false","false"
"1","v2_only","1","70","59044","1","58960.0005","58750","58960.0005","85","323","160","4","false","false"
"1","v2_only","1","71","60218","1","60080.0032","59550","60080.0032","134","698","160","49","false","false"
"1","v2_only","1","72","60970","1","60880.0024","60910","60880.0024","89","89","160","9","false","false"
"1","v2_only","1","73","61324","1","59780.0002","59550","60880.0024","1562","1804","480","38","true","false"
"1","v2_only","1","74","61341","1","61200.002","60739.998","61200.002","136","620","160","55","false","false"
"1","v2_only","1","75","62331","1","62240.003","62100","62240.003","70","245","160","9","false","false"
"1","v2_only","1","76","63362","1","63280","63219.996999999996","63280","81","161","160","1","false","false"
"1","v2_only","1","77","64172","1","64019.998","63780","64019.998","172","402","220","3","true","true"
"1","v2_only","1","78","65121","1","65040.00429999999","","65040.00429999999","80","","160","1","false","false"
"1","v2_only","1","79","66160","1","66080.0052","65939.995","66080.0052","72","240","80","71","false","false"
"1","v2_only","1","80","67224","1","67120.006","66899.994","67120.006","104","341","160","23","false","false"
"1","v2_only","1","81","68249","1","68160.007","67939.995","68160.007","88","329","160","9","false","false"
"1","v2_only","1","82","68406","1","68320.003","67939.995","68320.003","85","486","160","6","false","false"
"1","v2_only","1","83","68886","1","68760.0055","68500","68760.0055","166","405","200","1","true","true"
"1","v2_only","1","84","69835","1","69760","69640","69760","72","234","80","72","false","false"
"1","v2_only","1","85","70883","1","70800.001","70600","70800.001","82","320","160","2","false","false"
"1","v2_only","1","86","71135","1","70969.999","70600","70969.999","168","572","230","15","true","true"
"1","v2_only","1","87","72240","1","71999.9988","71850","71999.9988","240","399","240","78","false","false"
"1","v2_only","1","88","73118","1","73039.9997","72890","73039.9997","78","237","80","79","false","false"
"1","v2_only","1","89","74355","1","74080.0006","73850","74080.0006","274","515","320","35","false","false"
"1","v2_only","1","90","75216","1","75120.0015","74970","75120.0015","95","249","160","15","false","false"
"1","v2_only","1","91","75771","1","75679.999","75450.005","75679.999","91","330","160","7","false","false"
"1","v2_only","1","92","76123","1","75730.00200000001","75450.005","75730.00200000001","444","682","430","44","true","false"
"1","v2_only","1","93","76392","1","76249.99664","","76249.99664","150","","150","72","true","true"
"1","v2_only","1","94","77416","1","77279.9988","77210","77279.9988","136","216","160","50","false","false"
"1","v2_only","1","95","78466","1","78319.9997","78250","78319.9997","146","224","160","67","false","false"
"1","v2_only","1","96","79453","1","79360.0006","79210","79360.0006","88","252","160","13","false","false"
"1","v2_only","1","97","79631","1","79519.9966","79290","79519.9966","112","351","160","31","false","false"
"1","v2_only","1","98","79766","1","79680.0003","79290","79680.0003","86","485","160","0","false","false"
"1","v2_only","1","99","80809","1","80720.001","80650","80720.001","88","168","160","8","false","false"
"1","v2_only","1","100","81367","1","79510.0021","79290","80720.001","1927","2086","720","6","true","false"
"1","v2_only","1","101","81413","1","81279.9966","81110","81279.9966","132","373","160","52","false","false"
"1","v2_only","1","102","82398","1","82319.9976","82230","82319.9976","78","239","80","79","false","false"
"1","v2_only","1","103","83436","1","83359.9985","82950.005","83359.9985","77","556","80","77","false","false"
"1","v2_only","1","104","83764","1","83639.9973","83030","83639.9973","164","800","200","1","true","true"
"1","v2_only","1","105","84709","1","84640","","84640","69","","80","68","false","false"
"1","v2_only","1","106","85752","1","85680.001","85560","85680.001","70","232","80","70","false","false"
"1","v2_only","1","107","87196","1","86720.0018","86680","86720.0018","476","556","480","75","false","false"
"1","v2_only","1","108","87682","1","87559.9982","87240","87559.9982","162","478","200","0","true","true"
"2","v2_only","2","1","1174","2","1040","960","1040","133","207","160","51","false","false"
"2","v2_only","2","2","2150","2","2080","1920","2080","63","227","80","63","false","false"
"2","v2_only","2","3","3185","2","3120","2960","3120","65","220","80","64","false","false"
"2","v2_only","2","4","4235","2","4160","4080","4160","65","148","80","64","false","false"
"2","v2_only","2","5","4642","2","4530","4240","4530","155","395","190","0","true","true"
"2","v2_only","2","6","5666","2","5599.9997","5250","5599.9997","63","460","80","63","false","false"
"2","v2_only","2","7","6840","2","6639.9997","6450.0003","6639.9997","198","439","240","36","false","false"
"2","v2_only","2","8","8313","2","7679.9996","7570","7679.9996","626","793","640","72","false","false"
"2","v2_only","2","9","9057","2","8720","8530.001","8720","336","571","400","5","false","false"
"2","v2_only","2","10","9698","2","8720","8530.001","8720","978","1212","1040","11","true","false"
"2","v2_only","2","11","9850","2","9760","9520","9760","91","329","160","9","false","false"
"2","v2_only","2","12","11136","2","10800","10640","10800","332","492","400","15","false","false"
"2","v2_only","2","13","14025","2","11970","11440.001","11970","2105","2583","2110","22","true","true"
"2","v2_only","2","14","14041","2","13039.9997","12930","13039.9997","989","1157","1040","37","false","false"
"2","v2_only","2","15","14347","2","14079.9997","14050","14079.9997","253","343","320","26","false","false"
"2","v2_only","2","16","14563","2","14479.9993","14130","14479.9993","75","470","160","0","false","false"
"2","v2_only","2","17","15604","2","15520.0002","15410","15520.0002","83","244","160","1","false","false"
"2","v2_only","2","18","16705","2","16559.999","16450","16559.999","142","299","160","66","false","false"
"2","v2_only","2","19","17161","2","16249.9997","16130.001","16559.999","915","1082","640","40","true","false"
"2","v2_only","2","20","17361","2","17280.0007","17050","17280.0007","73","311","80","73","false","false"
"2","v2_only","2","21","17611","2","17520.000500000002","17050","17520.000500000002","90","561","160","6","false","false"
"2","v2_only","2","22","18711","2","18559.999499999998","18490","18559.999499999998","146","223","160","67","false","false"
"2","v2_only","2","23","19677","2","19600.0004","19530","19600.0004","74","156","80","73","false","false"
"2","v2_only","2","24","20726","2","20639.9994","20570","20639.9994","76","165","160","6","false","false"
"2","v2_only","2","25","21363","2","20319.9997","20170","20639.9994","1042","1192","800","0","true","false"
"2","v2_only","2","26","21444","2","21360.0009","21279.999","21360.0009","81","156","160","0","false","false"
"2","v2_only","2","27","22165","2","22080.0002","21680","22080.0002","77","478","160","5","false","false"
"2","v2_only","2","28","23248","2","23120.0011","23119.999","23120.0011","127","127","160","43","false","false"
"2","v2_only","2","29","24263","2","24160.0002","23920","24160.0002","96","342","160","19","false","false"
"2","v2_only","2","30","24965","2","24760.000500000002","24560","24760.000500000002","244","402","280","1","true","true"
"2","v2_only","2","31","25841","2","25760","25400","25760","81","470","80","81","false","false"
"2","v2_only","2","32","26232","2","26079.9997","25400","26079.9997","152","862","160","72","true","true"
"2","v2_only","2","33","27193","2","27120.0009","27039.999000000003","27120.0009","72","145","80","73","false","false"
"2","v2_only","2","34","28249","2","28160","28080","28160","81","161","160","5","false","false"
"2","v2_only","2","35","29122","2","28959.9992","28720","28959.9992","160","402","240","1","true","true"
"2","v2_only","2","36","30086","2","30000.0009","29839.998","30000.0009","85","246","160","7","false","false"
"2","v2_only","2","37","31159","2","31040.0018","30880","31040.0018","117","278","160","38","false","false"
"2","v2_only","2","38","32158","2","32080.0027","31839.998","32080.0027","78","318","80","78","false","false"
"2","v2_only","2","39","33210","2","33120","33040","33120","89","169","160","9","false","false"
"2","v2_only","2","40","34092","2","33930.001000000004","33760","33930.001000000004","172","330","230","12","true","false"
"2","v2_only","2","41","35042","2","34959.9988","34890","34959.9988","82","160","160","0","false","false"
"2","v2_only","2","42","36083","2","35999.9997","35930","35999.9997","83","162","160","3","false","false"
"2","v2_only","2","43","37138","2","37040.0006","36970","37040.0006","97","167","160","18","false","false"
"2","v2_only","2","44","38184","2","38080.0015","38090","38080.0015","104","104","160","23","false","false"
"2","v2_only","2","45","39051","2","37700.0005","37450","38080.0015","1371","1609","1040","11","true","false"
"2","v2_only","2","46","39095","2","38959.9983","38900","38959.9983","134","215","160","55","false","false"
"2","v2_only","2","47","40075","2","39999.9992","39860","39999.9992","73","230","80","73","false","false"
"2","v2_only","2","48","40935","2","40779.998","40420.00199999999","40779.998","214","535","180","55","true","true"
"2","v2_only","2","49","41914","2","41840.0014","41739.998","41840.0014","73","233","80","73","false","false"
"2","v2_only","2","50","42959","2","42880.0023","42539.997","42880.0023","79","479","80","79","false","false"
"2","v2_only","2","51","43995","2","43919.9994","43820","43919.9994","75","235","80","76","false","false"
"2","v2_only","2","52","45044","2","44960.0003","44780","44960.0003","84","323","160","3","false","false"
"2","v2_only","2","53","45628","2","45520.0017","45100","45520.0017","107","588","160","28","false","false"
"2","v2_only","2","54","45766","2","45669.9994","45100","45669.9994","165","726","170","5","true","true"
"2","v2_only","2","55","46790","2","46720.003","46469.996999999996","46720.003","69","389","80","69","false","false"
"2","v2_only","2","56","47754","2","47680.0021","47109.997","47680.0021","70","711","80","70","false","false"
"2","v2_only","2","57","48793","2","48720.003","48550","48720.003","74","312","80","74","false","false"
"2","v2_only","2","58","49836","2","49760","49589.996","49760","76","316","80","76","false","false"
"2","v2_only","2","59","50164","2","50080.0037","49750","50080.0037","83","483","160","2","false","false"
"2","v2_only","2","60","50807","2","50010","49750","50080.0037","806","1126","800","6","true","false"
"2","v2_only","2","61","51110","2","51040.0026","50809.998","51040.0026","70","309","80","69","false","false"
"2","v2_only","2","62","51362","2","51220.0029","50890","51220.0029","160","481","220","1","true","true"
"2","v2_only","2","63","52309","2","52240.0005","52100.002","52240.0005","69","229","80","69","false","false"
"2","v2_only","2","64","53353","2","53279.9976","53220","53279.9976","72","152","80","72","false","false"
"2","v2_only","2","65","54422","2","54319.9985","54180","54319.9985","101","261","160","19","false","false"
"2","v2_only","2","66","55444","2","55359.9994","55220","55359.9994","85","244","160","4","false","false"
"2","v2_only","2","67","56325","2","56189.9974","56020","56189.9974","165","325","210","5","true","false"
"2","v2_only","2","68","57273","2","57200.0021","57230","57200.0021","74","74","80","74","false","false"
"2","v2_only","2","69","57998","2","57919.9995","57309.998","57919.9995","78","718","80","78","false","false"
"2","v2_only","2","70","59040","2","58960.0005","58750","58960.0005","80","319","160","1","false","false"
"2","v2_only","2","71","60166","2","60080.0032","59550","60080.0032","84","645","160","5","false","false"
"2","v2_only","2","72","60975","2","60880.0024","60910","60880.0024","95","95","160","14","false","false"
"2","v2_only","2","73","61294","2","59780.0002","59550","60880.0024","1534","1774","480","14","true","false"
"2","v2_only","2","74","61331","2","61200.002","60739.998","61200.002","129","611","160","50","false","false"
"2","v2_only","2","75","62326","2","62240.003","62100","62240.003","83","239","160","6","false","false"
"2","v2_only","2","76","63411","2","63280","63219.996999999996","63280","131","211","160","50","false","false"
"2","v2_only","2","77","64169","2","64019.998","63780","64019.998","168","408","220","8","true","true"
"2","v2_only","2","78","65109","2","65040.00429999999","","65040.00429999999","69","","80","69","false","false"
"2","v2_only","2","79","66161","2","66080.0052","65939.995","66080.0052","81","241","80","80","false","false"
"2","v2_only","2","80","67210","2","67120.006","66899.994","67120.006","89","330","160","9","false","false"
"2","v2_only","2","81","68249","2","68160.007","67939.995","68160.007","88","329","160","9","false","false"
"2","v2_only","2","82","68415","2","68320.003","67939.995","68320.003","95","496","160","14","false","false"
"2","v2_only","2","83","68886","2","68760.0055","68500","68760.0055","165","406","200","6","true","true"
"2","v2_only","2","84","69833","2","69760","69640","69760","72","233","80","72","false","false"
"2","v2_only","2","85","70881","2","70800.001","70600","70800.001","81","321","160","1","false","false"
"2","v2_only","2","86","71127","2","70969.999","70600","70969.999","167","566","230","7","true","true"
"2","v2_only","2","87","72071","2","71999.9988","71850","71999.9988","70","230","80","70","false","false"
"2","v2_only","2","88","73115","2","73039.9997","72890","73039.9997","75","234","80","75","false","false"
"2","v2_only","2","89","74367","2","74080.0006","73850","74080.0006","286","524","320","46","false","false"
"2","v2_only","2","90","75216","2","75120.0015","74970","75120.0015","96","251","160","17","false","false"
"2","v2_only","2","91","75769","2","75679.999","75450.005","75679.999","89","326","160","9","false","false"
"2","v2_only","2","92","76095","2","75730.00200000001","75450.005","75730.00200000001","415","653","430","15","true","false"
"2","v2_only","2","93","76392","2","76249.99664","","76249.99664","152","","150","72","true","true"
"2","v2_only","2","94","77350","2","77279.9988","77210","77279.9988","68","149","80","68","false","false"
"2","v2_only","2","95","78401","2","78319.9997","78250","78319.9997","80","160","160","0","false","false"
"2","v2_only","2","96","79447","2","79360.0006","79210","79360.0006","87","245","160","6","false","false"
"2","v2_only","2","97","79610","2","79519.9966","79290","79519.9966","90","329","160","9","false","false"
"2","v2_only","2","98","79764","2","79680.0003","79290","79680.0003","76","484","160","4","false","false"
"2","v2_only","2","99","80804","2","80720.001","80650","80720.001","85","163","160","5","false","false"
"2","v2_only","2","100","81366","2","79510.0021","79290","80720.001","1926","2086","720","6","true","false"
"2","v2_only","2","101","81376","2","81279.9966","81110","81279.9966","95","336","160","15","false","false"
"2","v2_only","2","102","82398","2","82319.9976","82230","82319.9976","77","236","80","77","false","false"
"2","v2_only","2","103","83440","2","83359.9985","82950.005","83359.9985","80","560","160","0","false","false"
"2","v2_only","2","104","83759","2","83639.9973","83030","83639.9973","159","797","120","77","true","true"
"2","v2_only","2","105","84706","2","84640","","84640","65","","80","65","false","false"
"2","v2_only","2","106","85752","2","85680.001","85560","85680.001","71","231","80","71","false","false"
"2","v2_only","2","107","86797","2","86720.0018","86680","86720.0018","76","154","80","76","false","false"
"2","v2_only","2","108","87679","2","87559.9982","87240","87559.9982","159","478","120","79","true","true"
"3","v2_only","3","1","1108","3","1040","960","1040","67","143","80","66","false","false"
"3","v2_only","3","2","2144","3","2080","1920","2080","60","224","80","60","false","false"
"3","v2_only","3","3","3191","3","3120","2960","3120","67","223","80","67","false","false"
"3","v2_only","3","4","4239","3","4160","4080","4160","74","154","80","74","false","false"
"3","v2_only","3","5","4639","3","4530","4240","4530","154","391","110","76","true","true"
"3","v2_only","3","6","5703","3","5599.9997","5250","5599.9997","101","502","160","18","false","false"
"3","v2_only","3","7","6716","3","6639.9997","6450.0003","6639.9997","68","315","80","68","false","false"
"3","v2_only","3","8","7763","3","7679.9996","7570","7679.9996","79","240","160","0","false","false"
"3","v2_only","3","9","8806","3","8720","8530.001","8720","86","321","160","5","false","false"
"3","v2_only","3","10","9683","3","8720","8530.001","8720","962","1198","1040","0","true","false"
"3","v2_only","3","11","9836","3","9760","9520","9760","75","312","80","75","false","false"
"3","v2_only","3","12","10880","3","10800","10640","10800","78","239","80","78","false","false"
"3","v2_only","3","13","12075","3","11970","11440.001","11970","152","635","110","74","true","true"
"3","v2_only","3","14","13110","3","13039.9997","12930","13039.9997","58","225","80","59","false","false"
"3","v2_only","3","15","14151","3","14079.9997","14050","14079.9997","66","149","80","65","false","false"
"3","v2_only","3","16","14560","3","14479.9993","14130","14479.9993","75","475","160","1","false","false"
"3","v2_only","3","17","15607","3","15520.0002","15410","15520.0002","78","239","160","6","false","false"
"3","v2_only","3","18","16641","3","16559.999","16450","16559.999","74","239","160","0","false","false"
"3","v2_only","3","19","17123","3","16249.9997","16130.001","16559.999","882","1039","640","1","true","false"
"3","v2_only","3","20","17355","3","17280.0007","17050","17280.0007","69","309","80","69","false","false"
"3","v2_only","3","21","17598","3","17520.000500000002","17050","17520.000500000002","77","553","80","78","false","false"
"3","v2_only","3","22","18636","3","18559.999499999998","18490","18559.999499999998","68","151","80","68","false","false"
"3","v2_only","3","23","19674","3","19600.0004","19530","19600.0004","72","153","80","72","false","false"
"3","v2_only","3","24","20732","3","20639.9994","20570","20639.9994","89","166","160","11","false","false"
"3","v2_only","3","25","21375","3","20319.9997","20170","20639.9994","1053","1206","800","7","true","false"
"3","v2_only","3","26","21441","3","21360.0009","21279.999","21360.0009","72","155","160","0","false","false"
"3","v2_only","3","27","22165","3","22080.0002","21680","22080.0002","80","480","160","1","false","false"
"3","v2_only","3","28","23198","3","23120.0011","23119.999","23120.0011","77","77","80","77","false","false"
"3","v2_only","3","29","24249","3","24160.0002","23920","24160.0002","85","328","160","7","false","false"
"3","v2_only","3","30","24891","3","24760.000500000002","24560","24760.000500000002","169","325","200","6","true","true"
"3","v2_only","3","31","25834","3","25760","25400","25760","73","465","80","73","false","false"
"3","v2_only","3","32","26240","3","26079.9997","25400","26079.9997","155","871","240","1","true","true"
"3","v2_only","3","33","27191","3","27120.0009","27039.999000000003","27120.0009","62","150","80","62","false","false"
"3","v2_only","3","34","28591","3","28160","28080","28160","422","510","480","21","false","false"
"3","v2_only","3","35","29380","3","28959.9992","28720","28959.9992","419","656","480","19","true","true"
"3","v2_only","3","36","30072","3","30000.0009","29839.998","30000.0009","71","231","80","71","false","false"
"3","v2_only","3","37","31114","3","31040.0018","30880","31040.0018","73","233","80","73","false","false"
"3","v2_only","3","38","32165","3","32080.0027","31839.998","32080.0027","85","324","160","5","false","false"
"3","v2_only","3","39","33206","3","33120","33040","33120","86","165","160","5","false","false"
"3","v2_only","3","40","34087","3","33930.001000000004","33760","33930.001000000004","166","326","230","7","true","false"
"3","v2_only","3","41","35043","3","34959.9988","34890","34959.9988","82","162","160","1","false","false"
"3","v2_only","3","42","36085","3","35999.9997","35930","35999.9997","85","163","160","5","false","false"
"3","v2_only","3","43","37130","3","37040.0006","36970","37040.0006","89","169","160","8","false","false"
"3","v2_only","3","44","38170","3","38080.0015","38090","38080.0015","89","89","160","9","false","false"
"3","v2_only","3","45","39054","3","37700.0005","37450","38080.0015","1373","1613","1040","13","true","false"
"3","v2_only","3","46","39063","3","38959.9983","38900","38959.9983","102","182","160","23","false","false"
"3","v2_only","3","47","40075","3","39999.9992","39860","39999.9992","74","235","80","74","false","false"
"3","v2_only","3","48","40889","3","40779.998","40420.00199999999","40779.998","165","488","180","2","true","true"
"3","v2_only","3","49","41909","3","41840.0014","41739.998","41840.0014","69","229","80","69","false","false"
"3","v2_only","3","50","42953","3","42880.0023","42539.997","42880.0023","72","472","80","72","false","false"
"3","v2_only","3","51","43999","3","43919.9994","43820","43919.9994","77","238","80","77","false","false"
"3","v2_only","3","52","45043","3","44960.0003","44780","44960.0003","84","320","160","3","false","false"
"3","v2_only","3","53","45611","3","45520.0017","45100","45520.0017","87","571","160","11","false","false"
"3","v2_only","3","54","45773","3","45669.9994","45100","45669.9994","174","733","170","13","true","true"
"3","v2_only","3","55","46791","3","46720.003","46469.996999999996","46720.003","70","389","80","69","false","false"
"3","v2_only","3","56","47757","3","47680.0021","47109.997","47680.0021","77","708","80","76","false","false"
"3","v2_only","3","57","48795","3","48720.003","48550","48720.003","76","315","80","76","false","false"
"3","v2_only","3","58","49840","3","49760","49589.996","49760","79","316","80","79","false","false"
"3","v2_only","3","59","50168","3","50080.0037","49750","50080.0037","88","487","160","7","false","false"
"3","v2_only","3","60","50820","3","50010","49750","50080.0037","819","1139","800","18","true","false"
"3","v2_only","3","61","51112","3","51040.0026","50809.998","51040.0026","72","311","80","71","false","false"
"3","v2_only","3","62","51349","3","51220.0029","50890","51220.0029","150","470","140","68","true","true"
"3","v2_only","3","63","52307","3","52240.0005","52100.002","52240.0005","67","226","80","67","false","false"
"3","v2_only","3","64","53351","3","53279.9976","53220","53279.9976","70","151","80","69","false","false"
"3","v2_only","3","65","54397","3","54319.9985","54180","54319.9985","77","236","80","78","false","false"
"3","v2_only","3","66","55440","3","55359.9994","55220","55359.9994","80","240","160","0","false","false"
"3","v2_only","3","67","56326","3","56189.9974","56020","56189.9974","166","324","210","3","true","false"
"3","v2_only","3","68","57516","3","57200.0021","57230","57200.0021","316","316","320","76","false","false"
"3","v2_only","3","69","57998","3","57919.9995","57309.998","57919.9995","78","718","80","78","false","false"
"3","v2_only","3","70","59044","3","58960.0005","58750","58960.0005","84","322","160","3","false","false"
"3","v2_only","3","71","60167","3","60080.0032","59550","60080.0032","86","647","160","7","false","false"
"3","v2_only","3","72","61002","3","60880.0024","60910","60880.0024","121","121","160","40","false","false"
"3","v2_only","3","73","61291","3","59780.0002","59550","60880.0024","1531","1771","480","11","true","false"
"3","v2_only","3","74","61329","3","61200.002","60739.998","61200.002","130","605","160","49","false","false"
"3","v2_only","3","75","62326","3","62240.003","62100","62240.003","85","245","160","1","false","false"
"3","v2_only","3","76","63364","3","63280","63219.996999999996","63280","82","163","160","3","false","false"
"3","v2_only","3","77","64169","3","64019.998","63780","64019.998","168","407","220","9","true","true"
"3","v2_only","3","78","65110","3","65040.00429999999","","65040.00429999999","69","","80","69","false","false"
"3","v2_only","3","79","66167","3","66080.0052","65939.995","66080.0052","88","247","160","7","false","false"
"3","v2_only","3","80","67208","3","67120.006","66899.994","67120.006","86","327","160","8","false","false"
"3","v2_only","3","81","68247","3","68160.007","67939.995","68160.007","87","323","160","6","false","false"
"3","v2_only","3","82","68408","3","68320.003","67939.995","68320.003","84","484","160","7","false","false"
"3","v2_only","3","83","68894","3","68760.0055","68500","68760.0055","174","415","200","14","true","true"
"3","v2_only","3","84","69837","3","69760","69640","69760","77","237","80","77","false","false"
"3","v2_only","3","85","70886","3","70800.001","70600","70800.001","86","325","160","6","false","false"
"3","v2_only","3","86","71124","3","70969.999","70600","70969.999","164","564","230","4","true","true"
"3","v2_only","3","87","72072","3","71999.9988","71850","71999.9988","72","231","80","72","false","false"
"3","v2_only","3","88","73121","3","73039.9997","72890","73039.9997","82","242","160","1","false","false"
"3","v2_only","3","89","74166","3","74080.0006","73850","74080.0006","86","327","160","7","false","false"
"3","v2_only","3","90","75209","3","75120.0015","74970","75120.0015","89","248","160","9","false","false"
"3","v2_only","3","91","75781","3","75679.999","75450.005","75679.999","100","341","160","18","false","false"
"3","v2_only","3","92","76089","3","75730.00200000001","75450.005","75730.00200000001","408","648","430","9","true","false"
"3","v2_only","3","93","76395","3","76249.99664","","76249.99664","154","","150","75","true","true"
"3","v2_only","3","94","77358","3","77279.9988","77210","77279.9988","76","157","80","76","false","false"
